"GO Results for Cellular Component, Day 4, 7.6 vs 8.0"

"name	term	lev	seq	value"
"SMN-Sm protein complex	GO:0034719	2	TRINITY_DN19855_c0_g1	-0.858268929209631"
"SMN-Sm protein complex	GO:0034719	2	TRINITY_DN4276_c0_g1	-0.184468243875981"
"SMN-Sm protein complex	GO:0034719	2	TRINITY_DN32163_c0_g1	-1.24705011127121"
"SMN-Sm protein complex	GO:0034719	2	TRINITY_DN37409_c0_g1	-0.0487467831589784"
"SMN-Sm protein complex	GO:0034719	2	TRINITY_DN2864_c0_g1	1.38263591681677"
"acrosomal vesicle	GO:0001669	2	TRINITY_DN35868_c0_g1	1.30036497897852"
"acrosomal vesicle	GO:0001669	2	TRINITY_DN36801_c0_g1	0.149255616928928"
"acrosomal vesicle	GO:0001669	2	TRINITY_DN25940_c0_g1	2.72886553939271"
"acrosomal vesicle	GO:0001669	2	TRINITY_DN38732_c0_g1	1.31492252908733"
"acrosomal vesicle	GO:0001669	2	TRINITY_DN39195_c0_g1	-0.492638420955524"
"acrosomal vesicle	GO:0001669	2	TRINITY_DN39233_c0_g1	-0.430591661776955"
"acrosomal vesicle	GO:0001669	2	TRINITY_DN6505_c0_g1	3.81696130550817"
"acrosomal vesicle	GO:0001669	2	TRINITY_DN29156_c0_g1	-0.449726934787547"
"endoplasmic reticulum	GO:0005783	3	TRINITY_DN10595_c0_g1	1.00105034352775"
"endoplasmic reticulum	GO:0005783	3	TRINITY_DN36899_c0_g1	1.34020651420384"
"endoplasmic reticulum	GO:0005783	3	TRINITY_DN38568_c0_g1	-0.272669040897161"
"endoplasmic reticulum	GO:0005783	3	TRINITY_DN39047_c0_g1	0.908776357060325"
"endoplasmic reticulum	GO:0005783	3	TRINITY_DN16871_c0_g1	0.4638507217537"
"endoplasmic reticulum	GO:0005783	3	TRINITY_DN23385_c0_g1	1.53202772239463"
"endoplasmic reticulum	GO:0005783	3	TRINITY_DN28320_c0_g1	0.365204347133374"
"endoplasmic reticulum	GO:0005783	3	TRINITY_DN20659_c0_g1	-0.365953439298999"
"endoplasmic reticulum	GO:0005783	3	TRINITY_DN26033_c0_g1	0.809044855567832"
"endoplasmic reticulum	GO:0005783	3	TRINITY_DN32458_c0_g1	-0.019001135894984"
"endoplasmic reticulum	GO:0005783	3	TRINITY_DN13810_c0_g1	0.16034113704875"
"endoplasmic reticulum	GO:0005783	3	TRINITY_DN14360_c0_g1	0.698235425662501"
"endoplasmic reticulum	GO:0005783	3	TRINITY_DN34482_c0_g1	0.572466951203338"
"endoplasmic reticulum	GO:0005783	3	TRINITY_DN34228_c0_g1	-0.172152388447034"
"endoplasmic reticulum	GO:0005783	3	TRINITY_DN10721_c0_g1	-0.190201769396932"
"endoplasmic reticulum	GO:0005783	3	TRINITY_DN32877_c0_g1	0.0904242473556887"
"endoplasmic reticulum	GO:0005783	3	TRINITY_DN21814_c0_g1	-0.936857023125224"
"endoplasmic reticulum	GO:0005783	3	TRINITY_DN7142_c0_g1	1.5374178435779"
"endoplasmic reticulum	GO:0005783	3	TRINITY_DN21147_c0_g1	2.59171894088194"
"endoplasmic reticulum	GO:0005783	3	TRINITY_DN30354_c0_g1	0.679595157376351"
"endoplasmic reticulum	GO:0005783	3	TRINITY_DN28287_c0_g1	0.566297504410498"
"endoplasmic reticulum	GO:0005783	3	TRINITY_DN12212_c0_g1	0.0110123307711031"
"endoplasmic reticulum	GO:0005783	3	TRINITY_DN13121_c0_g1	0.213642015741832"
"endoplasmic reticulum	GO:0005783	3	TRINITY_DN27907_c0_g1	7.46813592814214"
"endoplasmic reticulum	GO:0005783	3	TRINITY_DN36267_c0_g1	1.78173668344054"
"endoplasmic reticulum	GO:0005783	3	TRINITY_DN26372_c0_g1	1.22205772253219"
"endoplasmic reticulum	GO:0005783	3	TRINITY_DN37959_c0_g1	0.694712976995283"
"endoplasmic reticulum	GO:0005783	3	TRINITY_DN7674_c0_g1	0.24043975470639"
"endoplasmic reticulum	GO:0005783	3	TRINITY_DN22706_c0_g2	2.94498007576568"
